0	-0.031250	-0.015625
1	-0.031250	-0.015625
2	-0.031250	-0.015625
3	-0.031250	-0.015625
4	-0.031250	-0.015625
5	-0.031250	-0.015625
6	-0.031250	-0.015625
7	-0.031250	-0.015625
8	-0.031250	-0.015625
9	-0.015625	-0.031250
10	-0.015625	-0.031250
11	-0.015625	-0.031250
12	-0.015625	-0.031250
13	-0.015625	-0.031250
14	-0.031250	-0.015625
15	-0.031250	-0.015625
16	-0.031250	-0.015625
17	-0.031250	-0.015625
18	-0.031250	-0.015625
19	-0.031250	-0.015625
20	-0.031250	-0.015625
21	-0.031250	-0.015625
22	-0.031250	-0.015625
23	-0.031250	-0.015625
24	-0.031250	-0.015625
25	-0.031250	-0.015625
26	-0.031250	-0.015625
27	-0.031250	-0.015625
28	-0.031250	-0.015625
29	-0.031250	-0.015625
30	-0.031250	-0.015625
31	-0.031250	-0.015625
32	-0.031250	-0.015625
33	-0.031250	-0.015625
34	-0.031250	-0.015625
35	-0.031250	-0.015625
36	-0.031250	-0.015625
37	-0.031250	-0.015625
38	-0.031250	-0.015625
39	-0.031250	-0.015625
40	-0.031250	-0.015625
41	-0.031250	-0.015625
42	-0.031250	-0.015625
43	-0.031250	-0.015625
44	-0.031250	-0.015625
45	-0.031250	-0.015625
46	-0.031250	-0.015625
47	-0.031250	-0.015625
48	-0.031250	-0.015625
49	-0.031250	-0.015625
50	-0.031250	-0.015625
51	-0.031250	-0.015625
52	-0.031250	-0.015625
53	-0.031250	-0.015625
54	-0.031250	-0.015625
55	-0.031250	-0.015625
56	-0.031250	-0.015625
57	-0.031250	-0.015625
58	-0.031250	-0.015625
59	-0.031250	-0.015625
60	-0.031250	-0.015625
61	-0.031250	-0.015625
62	-0.031250	-0.015625
63	-0.031250	-0.015625
64	-0.031250	-0.015625
65	-0.031250	-0.015625
66	-0.031250	-0.015625
67	-0.031250	-0.015625
68	-0.031250	-0.015625
69	-0.031250	-0.015625
70	-0.031250	-0.015625
71	-0.031250	-0.015625
